Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-39.0,-22.0,52.0,10.66,18360,0.81,0.83,0.83
2,-3.0,-22.0,70.0,10.42,35181,0.73,0.79,0.83
2a,-3.0,-34.0,70.0,10.25,,,,
2b,-9.0,-40.0,70.0,10.08,,,,
2c,18.0,-46.0,70.0,6.75,,,,
3,21.0,-31.0,-26.0,9.38,15660,0.62,0.67,0.70
3a,21.0,-52.0,-20.0,9.38,,,,
3b,15.0,-34.0,-23.0,9.29,,,,
3c,12.0,-64.0,-47.0,5.79,,,,
4,-33.0,-4.0,7.0,5.65,432,0.19,0.31,0.00
5,-33.0,-25.0,16.0,5.50,378,0.14,0.14,0.00
6,48.0,-28.0,25.0,5.01,7182,0.07,0.17,0.28
6a,66.0,-1.0,7.0,4.37,,,,
6b,63.0,11.0,25.0,4.25,,,,
6c,63.0,-1.0,31.0,4.17,,,,
7,-24.0,-34.0,-29.0,4.79,1350,0.08,0.12,0.00
7a,-18.0,-34.0,-23.0,4.78,,,,
8,-9.0,-4.0,40.0,4.78,2052,0.01,0.01,0.00
8a,6.0,-4.0,43.0,4.11,,,,
9,3.0,-40.0,-11.0,4.41,27,0.00,0.00,0.00
10,-48.0,-31.0,19.0,4.37,945,0.00,0.00,0.00
11,-30.0,-10.0,-2.0,3.93,297,0.00,0.00,0.00
12,-27.0,2.0,7.0,3.75,54,0.00,0.00,0.00
13,-15.0,-31.0,43.0,3.73,108,0.00,0.00,0.00
14,0.0,11.0,10.0,3.53,54,0.00,0.00,0.00
15,-3.0,-67.0,-50.0,3.51,108,0.00,0.00,0.00
16,-57.0,-4.0,37.0,3.39,405,0.00,0.00,0.00
16a,-51.0,-10.0,37.0,3.19,,,,
17,-57.0,-52.0,-14.0,3.37,162,0.00,0.00,0.00
18,-39.0,-82.0,34.0,3.36,81,0.00,0.00,0.00
19,12.0,-40.0,52.0,3.31,216,0.00,0.00,0.00
20,-57.0,-1.0,28.0,3.20,54,0.00,0.00,0.00
21,-6.0,-22.0,13.0,3.19,27,0.00,0.00,0.00
22,-57.0,2.0,7.0,3.16,27,0.00,0.00,0.00
23,-3.0,-25.0,4.0,3.13,27,0.00,0.00,0.00
24,-27.0,8.0,4.0,3.11,27,0.00,0.00,0.00
25,-9.0,-4.0,19.0,3.09,54,0.00,0.00,0.00
26,-54.0,-49.0,-8.0,3.08,54,0.00,0.00,0.00
27,36.0,-22.0,-29.0,3.06,27,0.00,0.00,0.00
28,21.0,29.0,37.0,3.04,54,0.00,0.00,0.00
29,-27.0,-64.0,-32.0,3.03,54,0.00,0.00,0.00
30,27.0,-7.0,-17.0,3.02,27,0.00,0.00,0.00
31,42.0,5.0,7.0,3.02,54,0.00,0.00,0.00
32,-24.0,-82.0,16.0,3.02,54,0.00,0.00,0.00
33,-30.0,-55.0,-35.0,3.02,27,0.00,0.00,0.00
34,18.0,-43.0,-50.0,3.00,27,0.00,0.00,0.00
