Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,27.0,-55.0,-11.0,8.88,5319.0,197.0,0.9,0.93,0.84,0.94
2,36.0,-79.0,13.0,7.54,5913.0,219.0,0.89,0.93,0.85,0.95
2a,30.0,-73.0,28.0,5.29,,,,,,
2b,27.0,-67.0,34.0,4.99,,,,,,
3,60.0,-64.0,16.0,7.5,17037.0,631.0,0.96,0.97,0.95,0.98
3a,63.0,-46.0,16.0,6.82,,,,,,
3b,69.0,-49.0,1.0,4.79,,,,,,
4,21.0,-7.0,-17.0,7.08,9693.0,359.0,0.93,0.96,0.91,0.97
4a,30.0,2.0,-29.0,5.45,,,,,,
4b,33.0,-7.0,-11.0,5.17,,,,,,
4c,60.0,-16.0,-14.0,4.87,,,,,,
5,-27.0,-58.0,-11.0,6.94,3213.0,119.0,0.81,0.87,0.73,0.91
6,-21.0,-10.0,-20.0,6.91,19251.0,713.0,0.96,0.98,0.95,0.98
6a,-30.0,-4.0,-23.0,6.56,,,,,,
6b,-42.0,-22.0,-26.0,6.15,,,,,,
6c,-42.0,-37.0,-23.0,5.85,,,,,,
7,42.0,-55.0,-23.0,6.81,6534.0,242.0,0.89,0.94,0.86,0.95
7a,42.0,-37.0,-20.0,6.5,,,,,,
7b,39.0,-22.0,-29.0,4.79,,,,,,
7c,39.0,-10.0,-38.0,4.76,,,,,,
8,-33.0,-85.0,16.0,6.59,10071.0,373.0,0.93,0.96,0.91,0.97
8a,-24.0,-61.0,52.0,5.74,,,,,,
8b,-24.0,-67.0,37.0,5.52,,,,,,
9,-60.0,-49.0,16.0,6.51,18171.0,673.0,0.96,0.98,0.95,0.98
9a,-48.0,-64.0,16.0,6.02,,,,,,
9b,-60.0,-64.0,19.0,5.74,,,,,,
9c,-66.0,-43.0,4.0,5.3,,,,,,
10,0.0,-58.0,28.0,6.06,8019.0,297.0,0.91,0.95,0.89,0.96
10a,-3.0,-52.0,40.0,5.92,,,,,,
11,48.0,-19.0,13.0,5.81,4131.0,153.0,0.83,0.9,0.78,0.92
11a,42.0,-25.0,13.0,5.73,,,,,,
11b,48.0,-31.0,13.0,5.22,,,,,,
11c,36.0,-16.0,4.0,5.16,,,,,,
12,36.0,-37.0,70.0,5.43,1998.0,74.0,0.65,0.78,0.55,0.84
12a,27.0,-40.0,73.0,5.27,,,,,,
12b,30.0,-28.0,61.0,4.43,,,,,,
13,24.0,-58.0,52.0,5.31,1188.0,44.0,0.59,0.75,0.3,0.82
14,-3.0,65.0,-11.0,4.95,1161.0,43.0,0.51,0.65,0.26,0.74
15,-9.0,47.0,40.0,4.66,270.0,10.0,0.0,0.2,0.0,0.2
16,15.0,-28.0,1.0,4.64,189.0,7.0,0.0,0.14,0.0,0.14
17,6.0,-7.0,73.0,4.43,162.0,6.0,0.0,0.0,0.0,0.0
18,-39.0,14.0,55.0,4.33,135.0,5.0,0.0,0.0,0.0,0.0
19,-39.0,-7.0,64.0,4.33,108.0,4.0,0.0,0.0,0.0,0.0
20,-3.0,2.0,-14.0,4.32,216.0,8.0,0.0,0.0,0.0,0.0
20a,-3.0,11.0,-14.0,4.17,,,,,,
21,-9.0,62.0,10.0,4.28,108.0,4.0,0.0,0.0,0.0,0.0
22,-63.0,-4.0,-23.0,4.27,81.0,3.0,0.0,0.0,0.0,0.0
23,21.0,-16.0,61.0,4.27,54.0,2.0,0.0,0.0,0.0,0.0
24,-9.0,59.0,25.0,4.25,324.0,12.0,0.0,0.0,0.0,0.0
25,-30.0,-10.0,70.0,4.25,54.0,2.0,0.0,0.0,0.0,0.0
26,-39.0,-1.0,-35.0,4.2,27.0,1.0,0.0,0.0,0.0,0.0
27,-24.0,-40.0,73.0,4.2,189.0,7.0,0.0,0.0,0.0,0.0
28,0.0,-13.0,55.0,4.18,108.0,4.0,0.0,0.0,0.0,0.0
29,-15.0,35.0,40.0,4.18,54.0,2.0,0.0,0.0,0.0,0.0
30,-39.0,-25.0,13.0,4.13,27.0,1.0,0.0,0.0,0.0,0.0
31,48.0,-16.0,-14.0,4.11,54.0,2.0,0.0,0.0,0.0,0.0
32,-6.0,59.0,13.0,4.06,27.0,1.0,0.0,0.0,0.0,0.0
33,33.0,-97.0,-8.0,4.06,27.0,1.0,0.0,0.0,0.0,0.0
34,-24.0,32.0,55.0,4.05,27.0,1.0,0.0,0.0,0.0,0.0
35,9.0,62.0,22.0,4.03,27.0,1.0,0.0,0.0,0.0,0.0
36,-33.0,26.0,49.0,4.0,27.0,1.0,0.0,0.0,0.0,0.0
37,-33.0,-10.0,67.0,4.0,27.0,1.0,0.0,0.0,0.0,0.0
38,-42.0,-1.0,31.0,4.0,27.0,1.0,0.0,0.0,0.0,0.0
