Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-6.0,-103.0,7.0,15.56,284580,0.99,0.99,0.99
1a,12.0,-97.0,16.0,15.52,,,,
1b,27.0,-85.0,22.0,13.98,,,,
1c,3.0,-79.0,-2.0,13.95,,,,
2,-48.0,-22.0,16.0,12.79,98955,0.96,0.97,0.98
2a,-42.0,-16.0,61.0,12.31,,,,
2b,-36.0,-25.0,52.0,11.64,,,,
2c,-54.0,-19.0,49.0,11.04,,,,
3,60.0,-28.0,-5.0,9.66,38475,0.91,0.93,0.95
3a,69.0,-43.0,4.0,7.54,,,,
3b,60.0,-16.0,16.0,6.66,,,,
3c,42.0,-52.0,43.0,6.34,,,,
4,-30.0,35.0,-14.0,8.85,10800,0.72,0.79,0.83
4a,-21.0,17.0,-23.0,5.61,,,,
4b,-42.0,23.0,-29.0,5.25,,,,
4c,-42.0,11.0,-38.0,4.48,,,,
5,-18.0,-97.0,-11.0,6.64,1431,0.57,0.57,0.15
6,-6.0,62.0,34.0,6.62,20358,0.82,0.87,0.91
6a,-9.0,62.0,16.0,6.34,,,,
6b,-12.0,56.0,40.0,6.14,,,,
6c,-6.0,56.0,-5.0,5.76,,,,
7,30.0,35.0,-14.0,6.42,1485,0.67,0.67,0.27
8,-54.0,35.0,7.0,6.05,2430,0.51,0.54,0.37
9,45.0,14.0,46.0,5.56,6210,0.58,0.63,0.71
9a,33.0,11.0,58.0,4.56,,,,
10,18.0,-28.0,67.0,5.44,8586,0.63,0.71,0.78
10a,48.0,-22.0,64.0,5.30,,,,
10b,33.0,-25.0,61.0,5.25,,,,
10c,6.0,-22.0,55.0,5.07,,,,
11,6.0,-58.0,43.0,5.19,918,0.29,0.32,0.00
12,-33.0,14.0,10.0,5.01,1188,0.14,0.16,0.00
12a,-27.0,20.0,-8.0,3.67,,,,
13,33.0,56.0,-5.0,4.89,2241,0.04,0.06,0.18
13a,33.0,56.0,10.0,3.79,,,,
13b,36.0,47.0,10.0,3.77,,,,
13c,27.0,50.0,4.0,3.72,,,,
14,30.0,-52.0,-50.0,4.74,540,0.10,0.10,0.00
15,42.0,-82.0,-26.0,4.61,1350,0.08,0.10,0.00
15a,33.0,-88.0,-35.0,4.39,,,,
16,21.0,-91.0,-5.0,4.50,459,0.00,0.00,0.00
16a,27.0,-100.0,-11.0,4.11,,,,
17,30.0,23.0,-8.0,4.47,459,0.00,0.00,0.00
18,6.0,38.0,43.0,4.43,567,0.00,0.00,0.00
19,-12.0,20.0,67.0,4.40,216,0.00,0.00,0.00
20,39.0,20.0,-32.0,4.37,891,0.00,0.00,0.00
21,60.0,8.0,19.0,4.33,351,0.00,0.00,0.00
22,57.0,14.0,-2.0,4.29,1296,0.00,0.00,0.00
22a,48.0,20.0,7.0,4.23,,,,
22b,51.0,17.0,-5.0,3.97,,,,
22c,54.0,20.0,19.0,3.73,,,,
23,0.0,-34.0,1.0,4.25,189,0.00,0.00,0.00
24,57.0,35.0,10.0,4.23,54,0.00,0.00,0.00
25,66.0,-4.0,22.0,4.23,162,0.00,0.00,0.00
26,9.0,-16.0,-14.0,4.19,108,0.00,0.00,0.00
27,21.0,14.0,-20.0,4.13,243,0.00,0.00,0.00
28,-12.0,-22.0,-14.0,3.99,54,0.00,0.00,0.00
29,24.0,50.0,-14.0,3.99,108,0.00,0.00,0.00
30,12.0,8.0,37.0,3.97,81,0.00,0.00,0.00
31,-63.0,-4.0,-17.0,3.93,243,0.00,0.00,0.00
32,3.0,-19.0,-17.0,3.87,81,0.00,0.00,0.00
33,-12.0,29.0,61.0,3.84,27,0.00,0.00,0.00
34,-18.0,26.0,61.0,3.76,54,0.00,0.00,0.00
35,-3.0,-34.0,-47.0,3.72,27,0.00,0.00,0.00
36,69.0,-7.0,22.0,3.66,27,0.00,0.00,0.00
37,42.0,41.0,28.0,3.63,54,0.00,0.00,0.00
38,-57.0,5.0,-26.0,3.62,54,0.00,0.00,0.00
39,-60.0,2.0,-23.0,3.60,27,0.00,0.00,0.00
40,12.0,-13.0,37.0,3.60,27,0.00,0.00,0.00
41,-51.0,14.0,-29.0,3.58,27,0.00,0.00,0.00
42,63.0,2.0,-20.0,3.58,27,0.00,0.00,0.00
43,-48.0,44.0,-8.0,3.55,54,0.00,0.00,0.00
44,12.0,-82.0,-50.0,3.54,27,0.00,0.00,0.00
45,30.0,-34.0,55.0,3.51,27,0.00,0.00,0.00
46,30.0,2.0,-20.0,3.51,27,0.00,0.00,0.00
