Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-45.0,11.0,-29.0,5.23,1350,0.66,0.64,0.38
1a,-54.0,14.0,-23.0,4.37,,,,
2,-51.0,-10.0,-14.0,4.99,945,0.29,0.26,0.11
3,-9.0,38.0,13.0,4.94,2538,0.69,0.69,0.67
3a,6.0,35.0,25.0,4.72,,,,
4,57.0,-37.0,19.0,4.87,594,0.23,0.23,0.00
5,-66.0,-19.0,10.0,4.73,486,0.22,0.17,0.00
6,-45.0,32.0,-5.0,4.69,675,0.00,0.00,0.00
6a,-54.0,35.0,1.0,4.42,,,,
7,-30.0,32.0,46.0,4.64,351,0.00,0.00,0.00
8,-3.0,-76.0,43.0,4.52,1809,0.55,0.52,0.54
8a,-12.0,-73.0,58.0,4.41,,,,
8b,3.0,-67.0,52.0,4.32,,,,
9,-6.0,35.0,-2.0,4.50,270,0.00,0.00,0.00
10,-45.0,23.0,40.0,4.48,135,0.00,0.00,0.00
11,21.0,-13.0,-17.0,4.36,135,0.00,0.00,0.00
12,9.0,50.0,-2.0,4.33,297,0.00,0.00,0.00
13,-21.0,-10.0,-11.0,4.33,216,0.00,0.00,0.00
14,15.0,-64.0,10.0,4.22,135,0.00,0.00,0.00
15,-39.0,-10.0,1.0,4.21,54,0.00,0.00,0.00
16,30.0,8.0,64.0,4.17,108,0.00,0.00,0.00
17,24.0,62.0,10.0,4.17,27,0.00,0.00,0.00
18,-36.0,32.0,-14.0,4.15,27,0.00,0.00,0.00
19,-33.0,59.0,10.0,4.15,54,0.00,0.00,0.00
20,-51.0,-58.0,43.0,4.13,189,0.00,0.00,0.00
21,-27.0,-88.0,28.0,4.13,54,0.00,0.00,0.00
22,-18.0,17.0,61.0,4.12,27,0.00,0.00,0.00
23,45.0,17.0,-29.0,4.12,81,0.00,0.00,0.00
24,27.0,59.0,10.0,4.11,27,0.00,0.00,0.00
25,6.0,-52.0,70.0,4.10,27,0.00,0.00,0.00
26,6.0,41.0,4.0,4.08,27,0.00,0.00,0.00
27,63.0,-16.0,-2.0,4.07,27,0.00,0.00,0.00
28,15.0,-64.0,19.0,4.05,27,0.00,0.00,0.00
29,-39.0,53.0,7.0,4.04,27,0.00,0.00,0.00
30,9.0,-64.0,58.0,4.03,27,0.00,0.00,0.00
31,-42.0,35.0,-8.0,4.01,27,0.00,0.00,0.00
32,-54.0,23.0,16.0,4.01,27,0.00,0.00,0.00
