Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,60.0,-10.0,-2.0,16.86,36018,1.00,1.00,0.98
2,-63.0,-13.0,1.0,15.47,34020,1.00,1.00,0.98
2a,-45.0,-25.0,4.0,15.29,,,,
3,-33.0,-85.0,-14.0,15.27,40311,1.00,1.00,0.98
3a,-36.0,-91.0,-5.0,15.05,,,,
3b,-21.0,-94.0,-8.0,14.89,,,,
4,27.0,-91.0,-8.0,14.97,46359,1.00,1.00,0.98
4a,36.0,-85.0,-5.0,14.40,,,,
4b,33.0,-91.0,1.0,14.21,,,,
4c,42.0,-64.0,-17.0,12.16,,,,
5,45.0,20.0,52.0,8.21,8343,1.00,1.00,0.91
5a,48.0,26.0,43.0,8.16,,,,
5b,27.0,29.0,58.0,8.12,,,,
5c,36.0,20.0,58.0,7.99,,,,
6,45.0,50.0,-14.0,8.14,7992,1.00,1.00,0.91
6a,24.0,68.0,10.0,6.29,,,,
6b,36.0,62.0,10.0,6.11,,,,
6c,12.0,71.0,1.0,5.54,,,,
7,45.0,-55.0,55.0,7.96,8640,1.00,1.00,0.92
7a,36.0,-67.0,52.0,6.95,,,,
7b,54.0,-58.0,34.0,5.39,,,,
8,-42.0,56.0,-8.0,7.54,3888,1.00,1.00,0.81
8a,-42.0,50.0,-17.0,6.47,,,,
8b,-48.0,44.0,-17.0,6.43,,,,
8c,-18.0,65.0,-8.0,5.77,,,,
9,-42.0,26.0,46.0,6.17,459,1.00,1.00,0.00
10,15.0,53.0,-20.0,5.56,513,1.00,1.00,0.00
10a,15.0,41.0,-20.0,5.53,,,,
11,-39.0,17.0,55.0,5.54,27,1.00,1.00,0.00
12,-51.0,-55.0,49.0,5.53,378,1.00,1.00,0.00
13,6.0,38.0,34.0,5.42,135,1.00,1.00,0.00
14,-42.0,-61.0,55.0,5.24,243,1.00,1.00,0.00
15,-42.0,20.0,52.0,5.24,54,1.00,1.00,0.00
16,45.0,41.0,28.0,5.14,54,1.00,1.00,0.00
17,-36.0,20.0,55.0,5.09,27,1.00,1.00,0.00
18,6.0,68.0,4.0,5.08,27,1.00,1.00,0.00
19,3.0,41.0,31.0,5.08,54,1.00,1.00,0.00
20,-42.0,14.0,55.0,5.08,27,1.00,1.00,0.00
21,-39.0,14.0,58.0,5.08,27,1.00,1.00,0.00
22,48.0,41.0,25.0,5.07,27,1.00,1.00,0.00
