Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,15.0,-52.0,13.0,9.07,10989.0,407.0,0.57,0.62,0.61,0.64
1a,-15.0,-58.0,13.0,8.15,,,,,,
1b,-15.0,-43.0,1.0,3.64,,,,,,
2,30.0,-40.0,-11.0,7.46,21978.0,814.0,0.41,0.59,0.68,0.59
2a,33.0,-22.0,-26.0,5.16,,,,,,
2b,21.0,-73.0,-17.0,4.5,,,,,,
2c,36.0,-46.0,-29.0,4.09,,,,,,
3,-27.0,-43.0,-11.0,6.91,21978.0,814.0,0.46,0.61,0.67,0.62
3a,-27.0,-22.0,-23.0,5.36,,,,,,
3b,-21.0,-73.0,-14.0,4.7,,,,,,
3c,-27.0,-70.0,-20.0,4.7,,,,,,
4,-33.0,-82.0,34.0,5.66,10746.0,398.0,0.38,0.48,0.53,0.5
5,36.0,-82.0,25.0,5.36,10908.0,404.0,0.29,0.43,0.49,0.45
5a,36.0,-76.0,37.0,4.9,,,,,,
5b,24.0,-82.0,46.0,3.28,,,,,,
6,-9.0,-37.0,43.0,4.99,11232.0,416.0,0.28,0.43,0.49,0.44
6a,12.0,-46.0,46.0,4.53,,,,,,
6b,-9.0,-49.0,46.0,4.47,,,,,,
7,-42.0,-37.0,10.0,4.09,405.0,15.0,0.0,0.0,0.0,0.0
8,30.0,-37.0,70.0,3.97,2241.0,83.0,0.0,0.0,0.0,0.0
8a,15.0,-43.0,73.0,3.36,,,,,,
9,-24.0,-40.0,61.0,3.94,1593.0,59.0,0.0,0.0,0.0,0.0
10,-30.0,-43.0,-44.0,3.88,324.0,12.0,0.0,0.0,0.0,0.0
11,33.0,-22.0,10.0,3.78,1053.0,39.0,0.0,0.0,0.0,0.0
11a,48.0,-25.0,10.0,3.54,,,,,,
12,-36.0,-4.0,64.0,3.66,540.0,20.0,0.0,0.0,0.0,0.0
12a,-33.0,-10.0,58.0,3.33,,,,,,
13,21.0,-94.0,7.0,3.62,837.0,31.0,0.0,0.0,0.0,0.0
13a,21.0,-88.0,13.0,3.22,,,,,,
14,45.0,-22.0,22.0,3.48,108.0,4.0,0.0,0.0,0.0,0.0
15,39.0,-40.0,-41.0,3.42,216.0,8.0,0.0,0.0,0.0,0.0
16,3.0,-82.0,22.0,3.4,918.0,34.0,0.0,0.0,0.0,0.0
17,-60.0,-13.0,43.0,3.4,135.0,5.0,0.0,0.0,0.0,0.0
18,-18.0,-52.0,-50.0,3.32,27.0,1.0,0.0,0.0,0.0,0.0
19,9.0,-73.0,55.0,3.3,243.0,9.0,0.0,0.0,0.0,0.0
20,3.0,14.0,13.0,3.28,27.0,1.0,0.0,0.0,0.0,0.0
21,51.0,5.0,-23.0,3.28,54.0,2.0,0.0,0.0,0.0,0.0
22,-21.0,-49.0,-47.0,3.25,81.0,3.0,0.0,0.0,0.0,0.0
23,-42.0,-19.0,37.0,3.22,135.0,5.0,0.0,0.0,0.0,0.0
24,36.0,-85.0,-8.0,3.18,297.0,11.0,0.0,0.0,0.0,0.0
25,-42.0,-43.0,-47.0,3.14,54.0,2.0,0.0,0.0,0.0,0.0
26,36.0,-10.0,7.0,3.12,54.0,2.0,0.0,0.0,0.0,0.0
27,-30.0,-85.0,-5.0,3.11,27.0,1.0,0.0,0.0,0.0,0.0
28,-39.0,-4.0,61.0,3.11,27.0,1.0,0.0,0.0,0.0,0.0
29,9.0,-7.0,76.0,3.1,54.0,2.0,0.0,0.0,0.0,0.0
30,21.0,-91.0,1.0,3.09,27.0,1.0,0.0,0.0,0.0,0.0
31,-6.0,2.0,22.0,3.09,27.0,1.0,0.0,0.0,0.0,0.0
32,33.0,-94.0,-11.0,3.07,27.0,1.0,0.0,0.0,0.0,0.0
33,9.0,8.0,19.0,3.07,27.0,1.0,0.0,0.0,0.0,0.0
34,-33.0,-55.0,-26.0,3.06,54.0,2.0,0.0,0.0,0.0,0.0
35,21.0,-88.0,-2.0,3.03,27.0,1.0,0.0,0.0,0.0,0.0
