Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,33.0,-85.0,7.0,6.9,20817.0,771.0,0.96,0.99,0.96,0.99
1a,39.0,-79.0,19.0,6.63,,,,,,
1b,30.0,-61.0,-14.0,6.55,,,,,,
1c,45.0,-79.0,1.0,5.98,,,,,,
2,-27.0,-67.0,-8.0,6.7,6507.0,241.0,0.88,0.96,0.88,0.97
2a,-21.0,-82.0,-14.0,5.95,,,,,,
2b,-30.0,-76.0,-14.0,5.65,,,,,,
2c,-24.0,-46.0,-17.0,5.39,,,,,,
3,-27.0,-88.0,19.0,6.18,10044.0,372.0,0.92,0.98,0.92,0.98
3a,-42.0,-85.0,10.0,5.95,,,,,,
3b,-33.0,-88.0,10.0,5.84,,,,,,
3c,-36.0,-79.0,22.0,5.64,,,,,,
4,-48.0,-64.0,-8.0,5.46,1620.0,60.0,0.55,0.85,0.5,0.87
4a,-42.0,-73.0,-17.0,4.77,,,,,,
5,-30.0,-31.0,-26.0,4.75,108.0,4.0,0.0,0.0,0.0,0.0
6,-36.0,-43.0,-26.0,4.63,162.0,6.0,0.0,0.17,0.0,0.17
7,-39.0,-52.0,-23.0,4.46,81.0,3.0,0.0,0.0,0.0,0.0
8,30.0,-31.0,-20.0,4.46,162.0,6.0,0.0,0.0,0.0,0.17
9,-39.0,-52.0,-8.0,4.37,81.0,3.0,0.0,0.0,0.0,0.0
10,24.0,-82.0,43.0,4.36,54.0,2.0,0.0,0.0,0.0,0.0
11,-12.0,-82.0,49.0,4.31,54.0,2.0,0.0,0.0,0.0,0.0
12,-3.0,-91.0,-11.0,4.2,27.0,1.0,0.0,0.0,0.0,0.0
13,-27.0,-88.0,34.0,4.07,27.0,1.0,0.0,0.0,0.0,0.0
14,-24.0,-85.0,40.0,4.06,27.0,1.0,0.0,0.0,0.0,0.0
15,-42.0,-79.0,-8.0,4.03,27.0,1.0,0.0,0.0,0.0,0.0
16,30.0,-43.0,55.0,4.03,27.0,1.0,0.0,0.0,0.0,0.0
17,-21.0,-82.0,43.0,4.03,27.0,1.0,0.0,0.0,0.0,0.0
18,-27.0,-85.0,37.0,4.0,27.0,1.0,0.0,0.0,0.0,0.0
