Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-33.0,-88.0,-8.0,7.96,11016,1.00,1.00,0.93
1a,-36.0,-76.0,-17.0,6.95,,,,
2,-51.0,-22.0,10.0,7.79,3672,1.00,1.00,0.80
3,66.0,-22.0,10.0,7.14,4320,1.00,1.00,0.83
3a,60.0,-10.0,7.0,6.83,,,,
3b,54.0,-19.0,10.0,6.73,,,,
3c,48.0,-16.0,1.0,6.38,,,,
4,-42.0,-22.0,55.0,7.07,2808,1.00,1.00,0.74
4a,-39.0,-16.0,64.0,6.13,,,,
5,39.0,-82.0,-11.0,7.00,9288,1.00,1.00,0.92
5a,21.0,-94.0,-5.0,6.80,,,,
5b,30.0,-91.0,-5.0,6.70,,,,
5c,30.0,-85.0,1.0,6.62,,,,
6,-36.0,-49.0,-17.0,5.94,27,1.00,1.00,0.00
7,-36.0,-37.0,64.0,5.80,108,1.00,1.00,0.00
8,63.0,-1.0,-5.0,5.72,54,1.00,1.00,0.00
9,51.0,-28.0,16.0,5.64,27,1.00,1.00,0.00
10,48.0,-67.0,4.0,5.61,54,1.00,1.00,0.00
11,30.0,-73.0,28.0,5.53,27,1.00,1.00,0.00
12,-39.0,-31.0,67.0,5.51,27,1.00,1.00,0.00
