Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
20,-18.0,-31.0,-5.0,4.76,594,0.05,0.14,0.00
21,6.0,-91.0,-29.0,4.65,1134,0.05,0.12,0.00
21a,3.0,-73.0,-35.0,3.85,,,,
21b,30.0,-88.0,-32.0,3.63,,,,
21c,3.0,-82.0,-38.0,3.60,,,,
22,3.0,-16.0,-32.0,4.64,459,0.00,0.18,0.00
23,12.0,26.0,1.0,4.64,216,0.00,0.12,0.00
24,-30.0,-10.0,-35.0,4.63,864,0.09,0.16,0.00
25,33.0,-37.0,1.0,4.60,351,0.08,0.15,0.00
26,-21.0,-34.0,22.0,4.47,81,0.00,0.00,0.00
27,-3.0,-16.0,22.0,4.44,27,0.00,0.00,0.00
28,27.0,-4.0,-23.0,4.44,3348,0.09,0.40,0.35
28a,30.0,-4.0,-35.0,4.16,,,,
28b,39.0,-16.0,-35.0,3.57,,,,
29,18.0,-19.0,28.0,4.37,189,0.00,0.00,0.00
30,-6.0,-22.0,22.0,4.35,27,0.00,0.00,0.00
31,21.0,-16.0,61.0,4.35,162,0.00,0.00,0.00
32,-15.0,26.0,-5.0,4.30,81,0.00,0.00,0.00
33,-6.0,-13.0,-23.0,4.27,135,0.00,0.00,0.00
34,15.0,-25.0,-8.0,4.21,324,0.00,0.00,0.00
35,3.0,-52.0,70.0,4.15,432,0.00,0.00,0.00
36,6.0,59.0,19.0,4.12,702,0.00,0.00,0.00
37,51.0,-73.0,-29.0,4.12,243,0.00,0.00,0.00
38,12.0,-19.0,25.0,4.07,54,0.00,0.00,0.00
39,-33.0,-73.0,-44.0,4.00,351,0.00,0.00,0.00
39a,-33.0,-85.0,-41.0,3.61,,,,
40,18.0,-4.0,25.0,3.96,81,0.00,0.00,0.00
41,-9.0,-70.0,22.0,3.92,135,0.00,0.00,0.00
42,36.0,17.0,-35.0,3.91,540,0.00,0.00,0.00
43,3.0,-46.0,-8.0,3.89,108,0.00,0.00,0.00
44,-15.0,-85.0,46.0,3.88,243,0.00,0.00,0.00
45,18.0,-31.0,-29.0,3.85,108,0.00,0.00,0.00
46,-12.0,50.0,46.0,3.78,108,0.00,0.00,0.00
47,27.0,-55.0,49.0,3.77,135,0.00,0.00,0.00
48,-54.0,20.0,34.0,3.77,27,0.00,0.00,0.00
49,0.0,-49.0,-47.0,3.75,54,0.00,0.00,0.00
50,0.0,-22.0,-8.0,3.71,27,0.00,0.00,0.00
51,-51.0,-46.0,43.0,3.70,81,0.00,0.00,0.00
52,-12.0,-91.0,-32.0,3.68,54,0.00,0.00,0.00
53,9.0,-25.0,64.0,3.67,27,0.00,0.00,0.00
54,-15.0,-52.0,-50.0,3.67,54,0.00,0.00,0.00
55,-12.0,-55.0,31.0,3.66,27,0.00,0.00,0.00
56,-24.0,-13.0,-14.0,3.64,27,0.00,0.00,0.00
57,3.0,62.0,-20.0,3.63,27,0.00,0.00,0.00
58,18.0,-31.0,-5.0,3.62,27,0.00,0.00,0.00
59,0.0,-4.0,16.0,3.61,27,0.00,0.00,0.00
60,21.0,-22.0,25.0,3.59,27,0.00,0.00,0.00
61,-12.0,44.0,52.0,3.59,54,0.00,0.00,0.00
62,3.0,-22.0,-5.0,3.57,27,0.00,0.00,0.00
63,-60.0,-58.0,-23.0,3.56,27,0.00,0.00,0.00
64,21.0,-25.0,22.0,3.56,27,0.00,0.00,0.00
65,21.0,-28.0,19.0,3.55,27,0.00,0.00,0.00
66,-30.0,-43.0,4.0,3.55,27,0.00,0.00,0.00
67,-45.0,5.0,40.0,3.55,27,0.00,0.00,0.00
68,45.0,11.0,-35.0,3.55,27,0.00,0.00,0.00
69,-15.0,-19.0,67.0,3.55,27,0.00,0.00,0.00
70,-9.0,53.0,43.0,3.53,27,0.00,0.00,0.00
71,12.0,23.0,28.0,3.53,27,0.00,0.00,0.00
72,-12.0,-37.0,52.0,3.51,27,0.00,0.00,0.00
73,-6.0,-16.0,19.0,3.51,27,0.00,0.00,0.00
74,-12.0,-37.0,10.0,3.51,27,0.00,0.00,0.00
