Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,39.0,-82.0,19.0,9.73,145692.0,5396.0,0.96,0.99,0.99,0.99
1a,-45.0,-67.0,-2.0,9.67,,,,,,
1b,-39.0,-85.0,10.0,8.93,,,,,,
1c,-9.0,-73.0,16.0,8.48,,,,,,
2,-15.0,-94.0,-8.0,6.45,1863.0,69.0,0.57,0.61,0.35,0.64
3,21.0,-91.0,-8.0,6.15,1296.0,48.0,0.44,0.58,0.19,0.62
4,-3.0,41.0,-17.0,5.32,4320.0,160.0,0.4,0.63,0.62,0.64
4a,-3.0,44.0,-26.0,4.78,,,,,,
4b,-6.0,53.0,-11.0,4.62,,,,,,
5,33.0,29.0,-17.0,4.85,1134.0,42.0,0.07,0.14,0.0,0.19
5a,21.0,32.0,-14.0,4.13,,,,,,
6,-27.0,26.0,55.0,4.69,702.0,26.0,0.0,0.0,0.0,0.04
7,15.0,-46.0,-50.0,4.62,297.0,11.0,0.0,0.0,0.0,0.0
8,12.0,-7.0,25.0,4.32,108.0,4.0,0.0,0.0,0.0,0.0
9,0.0,5.0,-11.0,4.25,270.0,10.0,0.0,0.0,0.0,0.0
10,-24.0,5.0,-47.0,4.15,297.0,11.0,0.0,0.0,0.0,0.0
11,-51.0,-67.0,37.0,4.12,432.0,16.0,0.0,0.0,0.0,0.0
12,18.0,-7.0,-17.0,4.09,216.0,8.0,0.0,0.0,0.0,0.0
13,-33.0,11.0,-29.0,4.01,297.0,11.0,0.0,0.0,0.0,0.0
14,15.0,-73.0,-44.0,4.0,189.0,7.0,0.0,0.0,0.0,0.0
15,60.0,-22.0,40.0,3.98,243.0,9.0,0.0,0.0,0.0,0.0
16,-15.0,-46.0,-50.0,3.97,54.0,2.0,0.0,0.0,0.0,0.0
17,-42.0,2.0,28.0,3.93,108.0,4.0,0.0,0.0,0.0,0.0
18,-33.0,-49.0,46.0,3.93,297.0,11.0,0.0,0.0,0.0,0.0
19,-21.0,11.0,-32.0,3.91,108.0,4.0,0.0,0.0,0.0,0.0
20,3.0,59.0,22.0,3.9,81.0,3.0,0.0,0.0,0.0,0.0
21,27.0,-43.0,10.0,3.84,27.0,1.0,0.0,0.0,0.0,0.0
22,-3.0,-43.0,-38.0,3.82,81.0,3.0,0.0,0.0,0.0,0.0
23,3.0,-67.0,-35.0,3.79,27.0,1.0,0.0,0.0,0.0,0.0
24,51.0,-10.0,-17.0,3.78,27.0,1.0,0.0,0.0,0.0,0.0
25,-6.0,17.0,-17.0,3.69,54.0,2.0,0.0,0.0,0.0,0.0
26,-6.0,-73.0,-23.0,3.67,54.0,2.0,0.0,0.0,0.0,0.0
27,0.0,56.0,37.0,3.66,27.0,1.0,0.0,0.0,0.0,0.0
28,9.0,23.0,40.0,3.65,27.0,1.0,0.0,0.0,0.0,0.0
29,-63.0,-10.0,-20.0,3.65,54.0,2.0,0.0,0.0,0.0,0.0
30,54.0,-13.0,-14.0,3.64,54.0,2.0,0.0,0.0,0.0,0.0
31,0.0,59.0,-11.0,3.62,27.0,1.0,0.0,0.0,0.0,0.0
32,6.0,-70.0,-35.0,3.61,54.0,2.0,0.0,0.0,0.0,0.0
33,-6.0,2.0,22.0,3.6,54.0,2.0,0.0,0.0,0.0,0.0
34,9.0,-73.0,-17.0,3.57,27.0,1.0,0.0,0.0,0.0,0.0
35,-60.0,-28.0,37.0,3.56,27.0,1.0,0.0,0.0,0.0,0.0
36,21.0,-31.0,-35.0,3.56,27.0,1.0,0.0,0.0,0.0,0.0
37,39.0,-46.0,-20.0,3.55,27.0,1.0,0.0,0.0,0.0,0.0
38,-6.0,56.0,40.0,3.55,27.0,1.0,0.0,0.0,0.0,0.0
39,-9.0,-73.0,-50.0,3.53,27.0,1.0,0.0,0.0,0.0,0.0
40,-6.0,62.0,34.0,3.53,27.0,1.0,0.0,0.0,0.0,0.0
41,45.0,17.0,1.0,3.52,27.0,1.0,0.0,0.0,0.0,0.0
42,9.0,47.0,-11.0,3.52,27.0,1.0,0.0,0.0,0.0,0.0
43,3.0,56.0,-5.0,3.52,27.0,1.0,0.0,0.0,0.0,0.0
44,12.0,23.0,10.0,3.5,27.0,1.0,0.0,0.0,0.0,0.0
45,39.0,23.0,-32.0,3.5,27.0,1.0,0.0,0.0,0.0,0.0
