Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,-36.0,-34.0,-20.0,6.01,10206.0,378.0,0.61,0.81,0.84,0.81
1a,-27.0,-43.0,-20.0,5.79,,,,,,
1b,-42.0,-46.0,-17.0,5.53,,,,,,
1c,-39.0,-55.0,-14.0,5.11,,,,,,
2,42.0,-58.0,-14.0,5.01,6642.0,246.0,0.27,0.72,0.75,0.71
2a,36.0,-49.0,-20.0,4.86,,,,,,
2b,54.0,-73.0,-8.0,4.7,,,,,,
2c,39.0,-28.0,-20.0,3.69,,,,,,
3,-39.0,-76.0,-5.0,4.68,1917.0,71.0,0.0,0.23,0.14,0.27
4,-33.0,35.0,-11.0,4.55,432.0,16.0,0.0,0.0,0.0,0.06
5,39.0,23.0,-5.0,4.55,783.0,29.0,0.0,0.0,0.0,0.03
6,-15.0,-58.0,55.0,4.44,1215.0,45.0,0.0,0.02,0.0,0.07
7,-24.0,-13.0,-20.0,4.42,270.0,10.0,0.0,0.0,0.0,0.0
8,48.0,17.0,4.0,4.36,1431.0,53.0,0.0,0.08,0.0,0.11
8a,54.0,14.0,22.0,3.98,,,,,,
9,-33.0,-13.0,-32.0,4.27,675.0,25.0,0.0,0.0,0.0,0.0
9a,-39.0,-16.0,-26.0,3.98,,,,,,
10,0.0,29.0,-20.0,4.24,702.0,26.0,0.0,0.0,0.0,0.0
10a,6.0,38.0,-17.0,3.67,,,,,,
11,-9.0,-100.0,1.0,4.19,1026.0,38.0,0.0,0.0,0.0,0.0
12,-45.0,-67.0,34.0,4.15,756.0,28.0,0.0,0.0,0.0,0.0
13,-60.0,-52.0,4.0,4.13,297.0,11.0,0.0,0.0,0.0,0.0
14,42.0,35.0,25.0,4.1,216.0,8.0,0.0,0.0,0.0,0.0
15,27.0,-1.0,-14.0,3.83,486.0,18.0,0.0,0.0,0.0,0.0
15a,24.0,-19.0,-14.0,3.78,,,,,,
15b,27.0,-10.0,-14.0,3.69,,,,,,
16,9.0,32.0,31.0,3.79,297.0,11.0,0.0,0.0,0.0,0.0
17,-42.0,-22.0,-20.0,3.78,27.0,1.0,0.0,0.0,0.0,0.0
18,-6.0,-55.0,10.0,3.7,54.0,2.0,0.0,0.0,0.0,0.0
19,24.0,-82.0,-29.0,3.61,27.0,1.0,0.0,0.0,0.0,0.0
20,36.0,50.0,13.0,3.61,54.0,2.0,0.0,0.0,0.0,0.0
21,-45.0,-73.0,22.0,3.6,135.0,5.0,0.0,0.0,0.0,0.0
22,33.0,-25.0,-11.0,3.6,27.0,1.0,0.0,0.0,0.0,0.0
