Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,54.0,-46.0,28.0,6.03,25164.0,932.0,0.47,0.66,0.73,0.66
1a,54.0,-49.0,16.0,5.92,,,,,,
1b,63.0,-49.0,37.0,5.36,,,,,,
1c,63.0,-31.0,1.0,5.21,,,,,,
2,3.0,-58.0,37.0,5.58,26163.0,969.0,0.48,0.67,0.74,0.66
2a,3.0,-64.0,46.0,5.11,,,,,,
2b,0.0,-49.0,55.0,4.64,,,,,,
2c,-12.0,-52.0,31.0,4.25,,,,,,
3,-60.0,-55.0,37.0,5.07,1593.0,59.0,0.05,0.07,0.0,0.08
3a,-60.0,-64.0,19.0,3.76,,,,,,
4,-51.0,35.0,13.0,4.99,1782.0,66.0,0.08,0.17,0.0,0.2
5,3.0,62.0,16.0,4.88,13689.0,507.0,0.11,0.37,0.49,0.37
5a,15.0,59.0,31.0,4.16,,,,,,
5b,-9.0,56.0,7.0,3.92,,,,,,
5c,21.0,50.0,43.0,3.8,,,,,,
6,54.0,2.0,-29.0,4.62,4671.0,173.0,0.05,0.13,0.08,0.14
6a,54.0,14.0,-29.0,4.42,,,,,,
6b,45.0,20.0,-29.0,4.09,,,,,,
6c,51.0,14.0,-38.0,4.02,,,,,,
7,9.0,26.0,64.0,4.45,783.0,29.0,0.0,0.0,0.0,0.0
7a,12.0,8.0,64.0,3.18,,,,,,
8,-27.0,-76.0,-32.0,4.39,2349.0,87.0,0.0,0.01,0.0,0.03
8a,-27.0,-76.0,-44.0,3.63,,,,,,
9,-42.0,8.0,19.0,4.33,1080.0,40.0,0.0,0.0,0.0,0.0
9a,-42.0,5.0,28.0,4.24,,,,,,
10,24.0,-7.0,-14.0,4.3,999.0,37.0,0.0,0.0,0.0,0.0
11,27.0,17.0,-14.0,4.23,540.0,20.0,0.0,0.0,0.0,0.0
12,-45.0,5.0,-35.0,3.96,2565.0,95.0,0.0,0.0,0.0,0.0
12a,-57.0,-4.0,-35.0,3.74,,,,,,
12b,-42.0,5.0,-29.0,3.55,,,,,,
12c,-60.0,-19.0,-26.0,3.34,,,,,,
13,3.0,56.0,-14.0,3.91,1080.0,40.0,0.0,0.0,0.0,0.0
14,-36.0,-4.0,-20.0,3.89,135.0,5.0,0.0,0.0,0.0,0.0
15,-33.0,20.0,-20.0,3.87,783.0,29.0,0.0,0.0,0.0,0.0
16,-21.0,-7.0,-17.0,3.82,540.0,20.0,0.0,0.0,0.0,0.0
17,51.0,-46.0,-11.0,3.78,594.0,22.0,0.0,0.0,0.0,0.0
18,-30.0,2.0,-26.0,3.74,162.0,6.0,0.0,0.0,0.0,0.0
19,24.0,20.0,49.0,3.73,432.0,16.0,0.0,0.0,0.0,0.0
20,-33.0,35.0,-11.0,3.71,270.0,10.0,0.0,0.0,0.0,0.0
21,-60.0,2.0,-17.0,3.59,81.0,3.0,0.0,0.0,0.0,0.0
22,51.0,41.0,10.0,3.56,81.0,3.0,0.0,0.0,0.0,0.0
23,15.0,-1.0,-35.0,3.45,243.0,9.0,0.0,0.0,0.0,0.0
24,-9.0,-82.0,-50.0,3.42,81.0,3.0,0.0,0.0,0.0,0.0
25,-36.0,14.0,-44.0,3.39,27.0,1.0,0.0,0.0,0.0,0.0
26,-3.0,-19.0,43.0,3.36,243.0,9.0,0.0,0.0,0.0,0.0
27,-63.0,-4.0,-20.0,3.36,54.0,2.0,0.0,0.0,0.0,0.0
28,54.0,26.0,-8.0,3.33,189.0,7.0,0.0,0.0,0.0,0.0
29,-51.0,-46.0,-8.0,3.31,189.0,7.0,0.0,0.0,0.0,0.0
30,54.0,17.0,7.0,3.3,54.0,2.0,0.0,0.0,0.0,0.0
31,6.0,-31.0,7.0,3.28,81.0,3.0,0.0,0.0,0.0,0.0
32,-63.0,-55.0,25.0,3.27,54.0,2.0,0.0,0.0,0.0,0.0
33,24.0,35.0,46.0,3.27,189.0,7.0,0.0,0.0,0.0,0.0
34,45.0,-76.0,34.0,3.26,243.0,9.0,0.0,0.0,0.0,0.0
35,48.0,-22.0,-11.0,3.2,81.0,3.0,0.0,0.0,0.0,0.0
36,-36.0,17.0,-29.0,3.17,54.0,2.0,0.0,0.0,0.0,0.0
37,-12.0,59.0,-14.0,3.15,54.0,2.0,0.0,0.0,0.0,0.0
38,-18.0,-19.0,-14.0,3.15,27.0,1.0,0.0,0.0,0.0,0.0
39,24.0,41.0,49.0,3.12,27.0,1.0,0.0,0.0,0.0,0.0
40,-54.0,-70.0,25.0,3.12,27.0,1.0,0.0,0.0,0.0,0.0
41,39.0,29.0,-23.0,3.12,54.0,2.0,0.0,0.0,0.0,0.0
42,-54.0,-61.0,-38.0,3.09,54.0,2.0,0.0,0.0,0.0,0.0
43,54.0,38.0,7.0,3.08,54.0,2.0,0.0,0.0,0.0,0.0
44,48.0,17.0,-17.0,3.08,27.0,1.0,0.0,0.0,0.0,0.0
45,-51.0,-52.0,28.0,3.07,81.0,3.0,0.0,0.0,0.0,0.0
46,45.0,-19.0,-11.0,3.06,27.0,1.0,0.0,0.0,0.0,0.0
47,-48.0,-85.0,4.0,3.06,27.0,1.0,0.0,0.0,0.0,0.0
48,27.0,38.0,49.0,3.04,27.0,1.0,0.0,0.0,0.0,0.0
49,-60.0,-52.0,-2.0,3.04,27.0,1.0,0.0,0.0,0.0,0.0
50,9.0,41.0,52.0,3.03,27.0,1.0,0.0,0.0,0.0,0.0
51,-54.0,-49.0,-5.0,3.03,27.0,1.0,0.0,0.0,0.0,0.0
52,15.0,-58.0,31.0,3.03,27.0,1.0,0.0,0.0,0.0,0.0
53,-51.0,5.0,-26.0,3.02,27.0,1.0,0.0,0.0,0.0,0.0
54,-12.0,-85.0,-41.0,3.02,27.0,1.0,0.0,0.0,0.0,0.0
55,45.0,23.0,37.0,3.02,27.0,1.0,0.0,0.0,0.0,0.0
56,-63.0,-52.0,28.0,3.01,27.0,1.0,0.0,0.0,0.0,0.0
57,-27.0,-76.0,-50.0,3.01,27.0,1.0,0.0,0.0,0.0,0.0
