Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,-6.0,-103.0,7.0,15.56,178821.0,6623.0,1.0,1.0,1.0,1.0
1a,12.0,-97.0,16.0,15.52,,,,,,
1b,27.0,-85.0,22.0,13.98,,,,,,
1c,3.0,-79.0,-2.0,13.95,,,,,,
2,-48.0,-22.0,16.0,12.79,26676.0,988.0,1.0,1.0,0.97,1.0
2a,-42.0,-4.0,13.0,9.23,,,,,,
2b,-51.0,-40.0,22.0,8.95,,,,,,
2c,-60.0,-28.0,-2.0,7.86,,,,,,
3,-42.0,-16.0,61.0,12.31,22059.0,817.0,1.0,1.0,0.97,1.0
3a,-36.0,-25.0,52.0,11.64,,,,,,
3b,-54.0,-19.0,49.0,11.04,,,,,,
3c,-3.0,-7.0,52.0,8.51,,,,,,
4,24.0,-52.0,-26.0,11.8,10260.0,380.0,1.0,1.0,0.93,1.0
4a,6.0,-64.0,-20.0,8.94,,,,,,
5,60.0,-28.0,-5.0,9.66,8856.0,328.0,1.0,1.0,0.92,1.0
5a,69.0,-43.0,4.0,7.54,,,,,,
5b,66.0,-49.0,19.0,5.97,,,,,,
6,-30.0,35.0,-14.0,8.85,2943.0,109.0,1.0,1.0,0.75,0.99
7,-15.0,-79.0,-35.0,7.53,8694.0,322.0,1.0,1.0,0.92,1.0
7a,-15.0,-88.0,-32.0,7.31,,,,,,
7b,-36.0,-58.0,-29.0,6.97,,,,,,
7c,-24.0,-58.0,-26.0,6.78,,,,,,
8,60.0,-16.0,16.0,6.66,621.0,23.0,1.0,1.0,0.0,0.96
9,-18.0,-97.0,-11.0,6.64,243.0,9.0,1.0,1.0,0.0,0.89
10,-12.0,-16.0,7.0,6.64,162.0,6.0,1.0,1.0,0.0,0.83
11,-6.0,62.0,34.0,6.62,594.0,22.0,1.0,1.0,0.0,0.95
11a,-12.0,56.0,40.0,6.14,,,,,,
12,-24.0,2.0,-11.0,6.54,243.0,9.0,1.0,1.0,0.0,0.89
13,30.0,35.0,-14.0,6.42,297.0,11.0,1.0,1.0,0.0,0.91
14,42.0,-52.0,43.0,6.34,1215.0,45.0,1.0,1.0,0.4,0.98
14a,42.0,-64.0,49.0,6.11,,,,,,
15,-9.0,62.0,16.0,6.34,1026.0,38.0,1.0,1.0,0.29,0.97
16,-48.0,-49.0,7.0,6.29,405.0,15.0,1.0,1.0,0.0,0.93
17,-54.0,35.0,7.0,6.05,189.0,7.0,1.0,1.0,0.0,0.86
18,0.0,-25.0,7.0,6.01,189.0,7.0,1.0,1.0,0.0,0.86
19,-9.0,-1.0,10.0,5.94,27.0,1.0,1.0,1.0,0.0,0.0
20,-21.0,8.0,7.0,5.76,135.0,5.0,1.0,1.0,0.0,0.8
21,-6.0,56.0,-5.0,5.76,324.0,12.0,1.0,1.0,0.0,0.92
22,-18.0,20.0,4.0,5.71,54.0,2.0,1.0,1.0,0.0,0.5
23,-6.0,-1.0,7.0,5.69,27.0,1.0,1.0,1.0,0.0,0.0
24,-24.0,-37.0,73.0,5.65,27.0,1.0,1.0,1.0,0.0,0.0
25,9.0,-1.0,7.0,5.63,54.0,2.0,1.0,1.0,0.0,0.5
26,-21.0,17.0,-23.0,5.61,27.0,1.0,1.0,1.0,0.0,0.0
27,-3.0,44.0,-14.0,5.6,27.0,1.0,1.0,1.0,0.0,0.0
28,-12.0,11.0,-2.0,5.6,27.0,1.0,1.0,1.0,0.0,0.0
29,45.0,14.0,46.0,5.56,27.0,1.0,1.0,1.0,0.0,0.0
30,-15.0,47.0,43.0,5.55,54.0,2.0,1.0,1.0,0.0,0.5
31,0.0,-79.0,-23.0,5.52,27.0,1.0,1.0,1.0,0.0,0.0
32,3.0,-7.0,10.0,5.51,27.0,1.0,1.0,1.0,0.0,0.0
